step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,is_fraud
121,DEBIT,594.64,2673.47,2178.68,2141.66,2561.55,0
180,PAYMENT,232.34,5679.53,5484.25,1602.81,1820.64,0
455,PAYMENT,30.42,4325.04,4297.42,1667.56,1692.97,0
213,PAYMENT,602.76,3386.4,2846.16,1182.44,1747.15,0
196,DEBIT,190.06,4168.14,3994.37,2421.62,2555.04,0
740,CASH_OUT,3969.3,6516.82,0.0,1905.98,2016.91,1
129,TRANSFER,32.83,5904.41,5875.49,1336.83,1367.21,0
141,TRANSFER,568.32,4804.96,4284.04,1337.76,1870.79,0
691,PAYMENT,15.49,5928.66,5914.46,789.6,803.32,0
409,TRANSFER,763.76,3258.63,2547.21,2978.84,3582.5,0
32,CASH_OUT,3712.66,7734.85,0.0,2078.62,2278.02,1
316,DEBIT,587.22,5220.98,4675.86,1137.2,1718.56,0
420,PAYMENT,448.89,4295.25,3865.19,2808.55,3181.92,0
189,TRANSFER,1067.75,5653.19,4665.57,1439.55,2330.2,0
408,DEBIT,440.16,3829.35,3429.9,593.5,974.55,0
482,DEBIT,744.85,5764.73,5078.54,3021.22,3634.12,0
187,CASH_OUT,208.5,5827.79,5656.77,1462.9,1643.42,0
604,PAYMENT,70.73,624.26,563.81,1591.1,1649.78,0
337,TRANSFER,650.73,6785.46,6196.24,2041.18,2658.08,0
716,PAYMENT,68.37,428.55,361.92,3142.59,3209.09,0
66,CASH_OUT,563.98,4075.93,3548.15,2020.04,2572.53,0
241,TRANSFER,125.71,6538.02,6435.18,800.88,910.16,0
536,CASH_OUT,408.05,4524.07,4149.29,2543.88,2883.64,0
665,CASH_OUT,1080.86,2800.72,1888.1,1515.01,2500.29,0
165,DEBIT,533.69,3359.39,2854.09,3887.92,4395.72,0
729,TRANSFER,281.12,6540.36,6268.94,1998.88,2243.14,0
144,DEBIT,456.44,2117.74,1698.41,-235.04,180.32,0
310,TRANSFER,214.99,6693.49,6496.07,2357.36,2556.21,0
234,CASH_OUT,1356.14,4917.35,3740.6,3944.6,5169.08,0
316,CASH_OUT,177.75,3211.41,3053.35,3575.92,3740.13,0
671,DEBIT,305.94,4125.33,3827.7,3830.95,4064.26,0
545,TRANSFER,500.61,3474.16,3001.25,980.24,1405.51,0
592,DEBIT,432.92,6299.34,5908.0,2912.15,3291.6,0
189,TRANSFER,468.77,6098.64,5689.1,1278.01,1606.5,0
704,TRANSFER,218.79,2421.26,2244.02,2224.29,2433.63,0
324,TRANSFER,271.97,4394.61,4169.26,727.05,967.2,0
485,CASH_OUT,630.31,3705.22,3176.64,1355.54,1821.18,0
519,CASH_OUT,609.11,6940.26,6407.49,1323.75,1899.3,0
493,PAYMENT,440.44,2974.85,2539.33,2898.56,3301.61,0
448,DEBIT,807.53,7406.34,6678.73,2800.72,3549.7,0
357,DEBIT,647.56,4950.06,4401.6,2276.82,2806.27,0
482,PAYMENT,596.51,3257.1,2767.28,649.58,1220.0,0
673,DEBIT,66.91,3984.09,3926.03,1688.36,1743.51,0
290,CASH_OUT,436.59,3797.57,3377.07,1253.88,1634.22,0
380,PAYMENT,381.23,3088.07,2753.86,2869.68,3136.61,0
134,TRANSFER,876.95,5142.24,4305.19,3178.18,3961.7,0
264,DEBIT,292.6,3158.13,2877.08,3056.39,3324.25,0
574,TRANSFER,358.25,1729.45,1434.91,1244.78,1556.51,0
476,DEBIT,124.13,4430.49,4316.08,-739.53,-634.15,0
157,TRANSFER,148.38,2295.72,2148.55,233.04,372.96,0
406,PAYMENT,878.81,3871.76,3098.03,3421.63,4216.44,0
604,TRANSFER,467.49,3636.35,3257.59,1598.75,1964.99,0
93,CASH_OUT,1082.46,3693.18,2627.32,1249.28,2318.45,0
47,CASH_OUT,288.4,8001.44,7719.75,3642.66,3905.73,0
292,DEBIT,85.75,5084.62,5007.07,3265.16,3350.6,0
488,PAYMENT,256.48,5368.06,5134.55,2024.45,2278.72,0
233,DEBIT,221.82,2335.4,2148.55,1706.6,1923.02,0
611,CASH_OUT,546.79,4019.06,3492.01,1867.9,2374.56,0
630,PAYMENT,531.52,5322.95,4844.73,2227.16,2696.4,0
396,DEBIT,484.17,3463.21,3072.59,3600.05,3963.98,0
282,TRANSFER,1304.1,6362.09,5140.67,2422.47,3547.92,0
31,CASH_OUT,776.41,3195.96,2427.24,2726.03,3447.79,0
611,CASH_OUT,158.17,4570.45,4417.68,3169.27,3304.7,0
666,PAYMENT,662.1,4120.92,3554.53,830.32,1466.25,0
329,PAYMENT,340.62,5246.48,4970.35,2754.86,3004.5,0
384,CASH_OUT,282.13,4039.26,3760.5,1705.43,1935.16,0
560,TRANSFER,841.79,4593.66,3762.47,-516.1,200.93,0
517,PAYMENT,149.04,4645.8,4510.7,-128.17,-4.51,0
101,PAYMENT,632.23,3898.42,3311.42,981.88,1445.04,0
500,DEBIT,565.25,5727.64,5223.14,2531.22,2952.93,0
688,PAYMENT,146.4,5357.58,5228.17,2113.8,2253.07,0
558,PAYMENT,64.28,4867.08,4814.12,2184.37,2238.71,0
358,CASH_OUT,312.25,4354.31,4098.47,3950.94,4174.08,0
389,PAYMENT,714.56,6194.82,5589.91,730.91,1234.64,0
194,CASH_OUT,435.38,4646.25,4225.09,1972.57,2339.18,0
491,CASH_OUT,859.88,4539.95,3826.97,2304.44,2948.76,0
180,CASH_OUT,413.97,5157.04,4807.09,1263.73,1641.08,0
255,TRANSFER,898.19,7544.88,6727.78,2028.33,2871.37,0
197,DEBIT,202.43,2989.47,2818.82,400.05,555.62,0
250,CASH_OUT,483.08,6154.79,5752.56,3409.91,3833.89,0
273,TRANSFER,241.34,2160.24,1939.98,1318.39,1498.51,0
62,PAYMENT,304.71,5325.91,5059.71,4031.4,4272.45,0
534,TRANSFER,357.32,7362.62,7032.02,1967.53,2312.93,0
328,PAYMENT,434.37,5733.0,5306.26,3028.05,3403.01,0
706,PAYMENT,179.06,5255.94,5107.28,1946.7,2119.63,0
135,TRANSFER,466.67,4159.33,3700.74,1969.26,2327.46,0
498,PAYMENT,343.84,5046.57,4709.44,1415.97,1690.7,0
134,PAYMENT,91.03,4621.91,4533.99,2119.12,2195.7,0
407,TRANSFER,53.55,3821.04,3771.44,2318.0,2363.2,0
365,CASH_OUT,716.37,4565.19,3903.24,1215.74,1931.6,0
334,PAYMENT,293.04,5297.57,5025.68,1874.96,2090.15,0
487,TRANSFER,80.9,3849.17,3773.28,1389.9,1467.21,0
616,PAYMENT,996.26,3790.58,2990.29,4299.66,5255.18,0
236,PAYMENT,500.96,2959.63,2462.87,1910.27,2344.08,0
632,PAYMENT,425.99,5586.09,5195.41,3545.23,3887.39,0
138,TRANSFER,164.97,5817.98,5660.22,1804.38,1945.56,0
218,CASH_OUT,89.65,5347.49,5269.01,2259.29,2329.91,0
231,DEBIT,381.65,6447.76,6141.49,678.64,1037.29,0
709,CASH_OUT,327.51,5131.8,4836.4,1552.93,1831.14,0
89,CASH_OUT,126.13,5588.02,5474.32,2210.53,2333.85,0
294,DEBIT,121.82,5455.76,5347.66,3586.0,3694.03,0
