transaction_id,score,top_3_shap_features,plain_english_reason,fraud_archetype_guess,risk_score_band,suggested_action
row_9637,1.0,"['amount', 'newbalanceOrig', 'amount_vs_sender_avg']",amount is much higher than the sender's normal behavior,General Fraud Anomaly,critical,block
row_9686,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9717,1.0,"['amount', 'newbalanceOrig', 'amount_vs_sender_avg']",amount is much higher than the sender's normal behavior,General Fraud Anomaly,critical,block
row_9777,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9790,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9831,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9835,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9857,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9881,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9882,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9928,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
row_9982,1.0,"['amount', 'newbalanceOrig', 'oldbalanceDest']",multiple behavioral risk signals increased fraud likelihood,General Fraud Anomaly,critical,block
